title,url,content,last_modified,category
La Francophonie célébrée à l’occasion des Jeux Olympiques d’hiver de PyeongChang (9-25 février 2018),https://kr.ambafrance.org/La-Francophonie-celebree-a-l-occasion-des-Jeux-Olympiques-d-hiver-de,"I. Le français, une des deux langues officielles des Jeux Olympiques aux termes de la Charte Olympique, sera dûment célébré en Corée à l’occasion de la XXIIIème édition des Jeux Olympiques d’hiver, qui se dérouleront du 9 au 25 février 2018 à PyeongChang. La Secrétaire générale de la Francophonie, Mme Michaëlle Jean, se rendra en Corée du 7 au 12 février 2018. Il s’agira de sa première mission en Corée depuis l’adhésion de la Corée à l’Organisation internationale de la Francophonie (OIF) en qualité d’observateur, acquise en novembre 2016 lors du Sommet de la Francophonie qui s’est tenu à Madagascar. Le Grand Témoin de la Francophonie pour les Jeux Olympiques, Mme Fleur Pellerin, ancienne Ministre française de la Culture et de la Communication, effectuera également une visite en Corée du 8 au 14 février 2018. II. De multiples initiatives seront lancées pour promouvoir la Francophonie en Corée à l’occasion des Jeux de PyeongChang. 1. Dès le 9 février, à l’issue de la cérémonie d’ouverture, le chanteur français Vianney se produira sur la scène du Club France, situé à proximité immédiate du stade olympique. 2. Le lendemain, 10 février, une réception francophone, coparrainée par le Président de la Confédération suisse, M. Alain Berset, et la Secrétaire générale de la Francophonie, aura lieu à la Maison olympique suisse. Elle rassemblera les acteurs francophones du milieu sportif, les membres du Conseil de promotion de la Francophonie en Corée (y compris son Président, M. Chafik Rachadi, Ambassadeur du Maroc), ainsi que des personnalités coréennes engagées en faveur de la Francophonie. La Ministre française des Sports, Mme Laura Flessel, y représentera le gouvernement français. 3. Tout au long des Jeux, sept jeunes reporters issus de plusieurs pays francophones et sélectionnés par l’OIF assureront une couverture médiatique des Jeux Olympiques en français. 4. Par ailleurs, cinq artistes lauréats des Jeux de la Francophonie d’Abidjan de juillet 2017 (le groupe de musique congolais Fanie Fayar composé d’une chanteuse, Fanie Kayi, et de trois musiciens, Josué Bakoua Mbembila, Paraclet Bakoua Mbembila et Galilé Bounfounia Mampouya, ainsi que l’artiste malien de musique sur ordinateur, Aboubacar Draba) se produiront, notamment dans les maisons olympiques canadienne, française et suisse. 5. M. Eric Monnin, ancien judoka de l’équipe de France et maître de conférences à l’Université de Franche-Comté à Besançon, spécialiste de l’éducation olympique, donnera des conférences dans plusieurs villes de Corée. Son dernier ouvrage, intitulé De Chamonix à Pyeongchang et intégralement traduit en coréen, sera présenté à la Secrétaire générale de la Francophonie le 11 février 2018 à la Résidence de France, à l’occasion d’un dîner offert par l’Ambassadeur de France, au titre du Secrétariat du Conseil de promotion de la Francophonie en Corée.
III. Lancé le 14 décembre 2015 à l’Ambassade de France, le Conseil de promotion de la Francophonie en Corée réunit les 38 ambassadeurs francophones accrédités auprès de la République de Corée. Présidé successivement par l’Ambassadeur de Belgique en 2016, l’Ambassadeur du Canada en 2017, et l’Ambassadeur du Maroc pour l’année 2018, le Conseil de promotion de la Francophonie en Corée s’emploie à promouvoir le développement de la Francophonie en Corée. L’Ambassade de France en assure le Secrétariat. Le Conseil de promotion de la Francophonie en Corée a fortement appuyé les actions menées par l’OIF dans le cadre des Jeux Olympiques de PyeongChang. Des services linguistiques seront offerts en français aux athlètes, aux officiels, aux journalistes et au grand public pendant les Jeux. Une signalétique en français est installée dans les aéroports, les gares ferroviaires, les villages olympiques et les hôtels olympiques. Une application mobile pour smartphones est également disponible en français. Sous l’impulsion du Conseil de promotion de la Francophonie en Corée, les liens entre la Corée et la Francophonie se sont développés à un rythme rapide, notamment sur le plan universitaire. Un nombre croissant d’universités coréennes souhaitent adhérer à l’Agence universitaire de la Francophonie (AUF). L’Université d’Ajou en est déjà membre depuis 2016 et celle de Sookmyoung a été admise en novembre 2017. D’autres universités coréennes pourraient rejoindre prochainement l’AUF. IV. Dans la foulée des Jeux Olympiques, la Fête de la Francophonie se déroulera du 16 au 31 mars 2018. Une trentaine d’événements seront organisés à Séoul et dans plusieurs villes de Corée.",09/02/2018,Actualité de l’ambassade
"Visite en Corée de Mme Laura Flessel, Ministre des Sports (8-13 février 2018)",https://kr.ambafrance.org/Visite-en-Coree-de-Mme-Laura-Flessel-Ministre-des-Sports-8-13-fevrier-2018,"Madame Laura Flessel, Ministre des Sports, se rendra en Corée du Sud du 8 au 13 février 2018, dans le cadre des Jeux Olympiques d’hiver de PyeongChang.",08/02/2018,Actualité de l’ambassade
"Corée du Sud – Déplacement de M. Jean-Yves Le Drian (PyeongChang, 9-11 février 2018)",https://kr.ambafrance.org/Coree-du-Sud-Deplacement-de-M-Jean-Yves-Le-Drian-PyeongChang-9-11-fevrier-2018-1,"Jean-Yves Le Drian se rendra en Corée du Sud du 9 au 11 février. Il représentera le président de la République à la cérémonie d’ouverture des Jeux olympiques de PyeongChang avec Laura Flessel, ministre des sports. La France soutient l’organisation des Jeux de Pyeongchang, moment historique pour la Corée, et souhaite leur plein succès. Lors de son déplacement, Jean-Yves Le Drian s’entretiendra le 10 février avec son homologue, Kang Kyung-wha, pour évoquer la crise nucléaire nord-coréenne. Nous souhaitons que les récents développements du dialogue inter-coréen puissent déboucher sur des discussions en vue de la dénucléarisation de la péninsule. Les ministres évoqueront également notre coopération sur les grands enjeux globaux (notamment lutte contre le terrorisme et action contre le changement climatique) et les perspectives de renforcement de nos relations bilatérales en matière économique (innovation et investissements croisés), de coopération universitaire et scientifique (mobilité étudiante) et de coopération en matière de sécurité et de défense. La Corée du Sud est notre quatrième partenaire commercial en Asie (7,3 Mds Euros d’échanges en 2016, avec un excédent commercial de la France depuis 2011). À Séoul, Jean-Yves Le Drian ouvrira la cérémonie de lancement de la construction de la nouvelle ambassade de France. Il rencontrera par ailleurs la communauté d’affaires française et des investisseurs sud-coréens.",14/02/2018,Actualité de l’ambassade
"Sommet « Choose France ! » consacré à l’attractivité économique de la France (Versailles, 22 janvier 2018)",https://kr.ambafrance.org/Sommet-Choose-France-consacre-a-l-attractivite-economique-de-la-France,"A l’invitation du Président de la République, M. Emmanuel Macron, trois grands patrons coréens ont participé au sommet « Choose France ! » consacré à l’attractivité économique de la France qui s’est déroulé le 22 janvier 2018 au Château de Versailles. Près de 140 dirigeants des plus grands groupes mondiaux, opérant dans une grande variété de secteurs économiques, de l’industrie automobile aux nouvelles technologies, en passant par l’agroalimentaire, les services financiers et la santé, y ont également assisté. M. Hur Young-in, Président du groupe SPC, M. Shin Dong-bin, Président du groupe Lotte, et M. Sohn Young, Président de Samsung Electronics, ont ainsi pu échanger avec différents membres du gouvernement et des dirigeants d’institutions publiques françaises (Bpifrance, Business France etc.).  Lors du Sommet, cinq entreprises internationales ont annoncé des projets d’investissement et de développement significatifs en France. Le groupe SPC a officiellement présenté son projet de construction en Normandie en 2018 d’un site de fabrication de produits boulangers et pâtissiers. La production sera entièrement destinée à l’exportation, vers les marchés asiatiques et nord-américains.",04/10/2019,Actualité de l’ambassade
Galette des rois du Cercle Franco-Coréen (CFC) à la Résidence de France (25 janvier 2018),https://kr.ambafrance.org/Galette-des-rois-du-Cercle-Franco-Coreen-CFC-a-la-Residence-de-France-25,"Tradition désormais solidement ancrée, le Cercle Franco-Coréen (CFC) a convié ses membres à une dégustation de galettes des rois à la Résidence de France le 25 janvier 2018, en présence de l’Ambassadeur de France en Corée, M. Fabien Penone, et de son épouse, Mme Niagalé Penone, Présidente d’honneur de l’association. Le Cercle franco-coréen est présidé par Mme Michelle Butez pour le bureau français et par Mme Sarah Kim pour le bureau coréen. L’association s’est donnée pour mission de développer les liens amicaux et culturels entre Françaises, Francophones et Coréennes. Elle propose de nombreuses activités au cours de l’année visant à renforcer la connaissance et la compréhension réciproque entre la France et la Corée. L’Ambassadeur s’est réjoui d’accueillir une nouvelle fois le Cercle Franco-coréen à la Résidence de France. Il a salué le travail important réalisé par l’association pour accueillir nos compatriotes en Corée et rapprocher la communauté française et francophone de la société coréenne. Il a fait également le point sur les priorités de la relation bilatérale, en notant que de nombreuses personnalités françaises se rendraient en Corée à l’occasion des Jeux Olympiques et Paralympiques de PyeongChang. Les Présidentes des bureaux français et coréen ont remercié l’Ambassadeur et Mme Penone pour leur accueil, ainsi que pour le don en faveur d’un orphelinat auprès duquel le Cercle franco-coréen œuvre bénévolement. Les participants ont ensuite partagé la galette des rois, pâtisserie emblématique française, autour d’un verre de cidre. ",26/01/2018,Actualité de l’ambassade
"Goût de France, le plus grand dîner français du monde",https://kr.ambafrance.org/Gout-de-France-le-plus-grand-diner-francais-du-monde," Pour la quatrième année consécutive, Goût de France / GoodFrance célèbre joyeusement la vitalité de la cuisine française, un véritable trait d’union entre les chefs du monde entier. Le 21 mars dans 150 pays, Goût de / Good France, organisé à l’initiative du Ministère de l’Europe et des Affaires Étrangères, contribue au rayonnement de la cuisine française sur les 5 continents. De la haute gastronomie au bistrot de qualité, proposez un menu d’inspiration française dans votre restaurant et participez à ce grand évènement festif. En 2017, plus de 2100 restaurants ont participé dans 150 pays, 250 000 menus ont été servis et 8000 personnes ont été reçues dans 156 ambassades. Vitalité, modernité, responsabilité : la cuisine devient la vitrine de valeurs positives pour la France avec une dimension chaleureuse associée aux plaisirs de la table. Pour participer à l’opération Goût de France / GoodFrance le 21 mars 2018, inscrivez-vous. Les inscriptions seront closes le 20 février 2018. Pour composer le menu Goût de/ Good France, respectez la structure d’un repas à la française : apéritif généreux, une entrée, un ou plusieurs plats, du fromage et/ou un dessert, accompagnés de vins et de champagnes français. En reprenant l’idée des « dîners d’Epicure » d’Auguste Escoffier en 1912, Goût de France / Good France mobilise les chefs du monde entier et les ambassades pour servir, le même jour, des dîners « à la française » dans plusieurs villes du monde. Pour en savoir plus : http://france.fr/fr/gout-france-good-france",10/01/2019,Actualité de l’ambassade
"Communiqué - Entretien téléphonique avec M. Moon Jae-in, Président de la République de Corée (19 janvier 2018)",https://kr.ambafrance.org/Communique-Entretien-telephonique-avec-M-Moon-Jae-in-President-de-la-Republique,"Le Président de la République s’est entretenu hier par téléphone avec M. Moon Jae-in, Président de la République de Corée. Il s’est réjoui du dynamisme des relations avec la Corée du Sud, partenaire prioritaire en Asie, et a souhaité poursuivre leur renforcement, en particulier dans les domaines économique, technologique, scientifique, universitaire et de sécurité. Le Président de la République a tenu à adresser au Président Moon Jae-in ses vœux de plein succès pour les Jeux Olympiques et Paralympiques de PyeongChang qui seront un moment historique pour la Corée. La France sera représentée lors de la cérémonie d’ouverture des Jeux Olympiques par Jean-Yves Le Drian, ministère de l’Europe et des Affaires étrangères et Laura Flessel, ministre des Sports. Le Chef de l’Etat a réaffirmé le soutien et la solidarité de la France avec la Corée du Sud et ses partenaires de la région face à la crise de prolifération nucléaire et balistique en Corée du Nord, ainsi que la pleine application des sanctions décidées par le Conseil de sécurité des Nations Unies. Il a salué la reprise du dialogue intercoréen et souhaité qu’il contribue à réduire les tensions et à établir la confiance pour mener à la dénucléarisation de la péninsule coréenne. Il a souligné que la participation de la Corée du Nord aux Jeux constituait un élément positif. Le Président de la République a invité le Président Moon Jae-in en visite d’Etat en France, afin de donner une nouvelle impulsion au partenariat franco-coréen. Répondant à l’invitation du Président Moon Jae-in, il a également indiqué son souhait d’effectuer prochainement une visite en Corée du Sud.",07/02/2018,Actualité de l’ambassade
"MyFrenchFilmFestival, 8e édition",https://kr.ambafrance.org/MyFrenchFilmFestival-8e-edition,"Du 19 janvier au 19 février 2018, retrouvez le premier festival de cinéma francophone entièrement dématérialisé. Profitez-en, cette année le festival est gratuit en Corée du Sud ! MyFrenchFilmFestival offre une sélection de 10 courts-métrages et 10 longs-métrages en compétition, complétée cette année par 4 longs et 3 courts hors compétition. Tous les films sont sous-titrés en 10 langues (français, anglais, allemand, coréen, espagnol, italien, japonais, polonais, portugais et russe)  En Corée, pas moins de 8 long-métrages et 11 court-métrages seront disponibles sous-titrés en coréen et en accès gratuit grâce à Cable TV VOD qui propose ces 19 films sur les plateformes VoD de 14 câblo-opérateurs (CJ Hello Vision, D’Live, T Broad, Hyundai Cable Network, ABN, NIB, CCS, KCN, KCTV Jeju, Green Cable Television, ISCS, JCN, KCTV, CMB). La plateforme MyFrenchFilmFestival.com est adaptée à tous les supports (ordinateurs, tablettes et smartphones) et disponible en 9 langues. Après une fréquentation record pour le festival en 2017 avec près de 7 millions de vues pour les films de la sélection, le meilleur du jeune cinéma français est à nouveau disponible en ligne. Le festival permet depuis 8 ans aux internautes, durant un mois, de découvrir des films représentatifs de la diversité et de la créativité des cinéastes français contemporains ainsi que du patrimoine cinématographique français, tous genres confondus. Comédies, thrillers, romances, drames sont équitablement à l’honneur. Cette année, tous les films sont gratuits en Corée du Sud. Dans le reste du monde, les longs-métrages sont payants (1,99€ par film ou 7,99€ le pack), sauf en Afrique, Amérique latine, Inde, Corée du Sud, Pologne, Roumanie et Russie, où le festival est gratuit. Après le Danois Nicolas Winding Refn et l’Argentin Pablo Trapero, c’est au réalisateur italien Paolo Sorrentino de présider le Jury des Cinéastes de MyFrenchFilmFestival. Découvrez le reste du jury et la sélection de la 8e édition. Les internautes sont invités à noter tous les films et à laisser leurs commentaires sur le site. Les Prix du Public, du Jury des Cinéastes et de la Presse Internationale seront annoncés à l’issue du festival. MyFrenchFilmFestival est organisé par UniFrance, l’organisme en charge de faire rayonner le cinéma français à l’international.",23/01/2018,Actualité de l’ambassade
L’imagination au pouvoir : la Nuit des idées 2018,https://kr.ambafrance.org/L-imagination-au-pouvoir-la-Nuit-des-idees-2018,"La troisième Nuit des idées aura lieu le 25 janvier 2018 autour du thème ""l’imagination au pouvoir"". Elle réunira des intervenants de tous horizons – intellectuels, chercheurs, artistes – invités à débattre dans les lieux partenaires de la manifestation, sur les cinq continents. Chaque année, la Nuit des idées est une invitation à découvrir l’actualité des savoirs, à écouter celles et ceux qui font avancer les idées dans tous les domaines, à échanger sur les grands enjeux de notre temps, à célébrer la circulation des idées entre les pays et les cultures, les disciplines et les générations. Le 25 janvier 2018, la troisième Nuit des idées aura pour thème « l’imagination au pouvoir », une formule dont les manifestants couvraient les murs de Paris en 1968. 50 ans plus tard, quelles formes prend l’aspiration à l’utopie ? Quel sens trouve cet appel à être créatifs, de la technologie à l’économie, de la science à l’urbanisme ? Les œuvres d’imagination nous aident-elles à mieux comprendre le monde d’aujourd’hui ? Dans 100 villes de 70 pays, dans les lieux les plus prestigieux comme les plus inattendus, le temps d’une nuit, des conférences, performances, projections, concerts, proposeront leur interprétation originale de ce thème. Le Quai d’Orsay donnera le coup d’envoi de la troisième édition de la Nuit des idées à l’occasion d’un évènement de lancement ouvert au public le 25 janvier 2018. Le ministère accueillera l’écrivaine nigériane Chimamanda Ngozi Adichie qui reviendra sur son œuvre et ses engagements, notamment en faveur de l’égalité femmes / hommes et sur la place des pays africains dans la mondialisation. Le public sera ensuite convié à une déambulation au sein de l’Hôtel du ministre.",05/01/2018,Actualité de l’ambassade
Trophées des Français de l’étranger 2018 – Appel à candidatures,https://kr.ambafrance.org/Trophees-des-Francais-de-l-etranger-2018-Appel-a-candidatures,"Créés par le site d’information en ligne lepetitjournal.com, les Trophées des Français de l’étranger récompensent des projets exceptionnels, des engagements forts de nos compatriotes établis à l’étranger et mettent en lumière la diversité et la richesse humaine de leurs parcours. La prochaine édition des Trophées des Français de l’étranger aura lieu en mars 2018 à Paris. Cet événement, organisé par lepetitjournal.com et ses partenaires, récompensera les parcours à l’étranger les plus emblématiques dans les catégories suivantes : Si vous résidez en Corée et que vous avez une expérience significative à faire valoir dans l’une des sept catégories à l’honneur, n’hésitez pas : déposez votre dossier de candidature avant le 15 janvier 2018 ! Pour plus de renseignements, rendez-vous sur lepetitjournal.com/trophees ",15/01/2018,Actualité de l’ambassade
Septième réunion du Conseil de promotion de la Francophonie en Corée (12 décembre 2017),https://kr.ambafrance.org/Septieme-reunion-du-Conseil-de-promotion-de-la-Francophonie-en-Coree-12,"La septième réunion du Conseil de promotion de la Francophonie en Corée, présidée par l’Ambassadeur du Canada en Corée, s’est tenue le 12 décembre 2017.Les Ambassadeurs ou leurs représentants des pays francophones suivants ont participé à la réunion : Belgique, Cambodge, Canada, Côte d’Ivoire, France, Gabon, Grèce, Hongrie, Maroc, Mexique, Suisse. Lancé en décembre 2015 à la Résidence de France, le Conseil de promotion de la Francophonie en Corée s’était déjà réuni les20 mars, 7 juin, 20 septembre et 20 décembre 2016, ainsi que les 4 mai et 26 septembre 2017. Le Conseil a évoqué les différents projets de promotion de la francophonie pendant les Jeux Olympiques et Paralympiques d’hiver de 2018 à PyeongChang. L’importance de l’usage du français, langue olympique, lors de ces événements a été rappelée. Des actions de sensibilisation ont été engagées auprès des autorités coréennes et du Comité d’organisation des Jeux Olympiques et Paralympiques de PyeongChang (COJOP) pour s’assurer de la mise en œuvre de la convention de partenariat linguistique et événementiel, signée en mars 2017, lors de la visite en Corée de Mme Fleur Pellerin, Grand Témoin de la Francophonie pour les Jeux de PyeongChang. Le Conseil s’est réjoui qu’à la suite de l’admission de l’Université Ajou le 8 décembre 2016 à l’Agence universitaire de la Francophonie (AUF) et celle de l’Université Sookmyoung le 30 novembre 2017, plusieurs autres universités coréennes souhaitent également y adhérer. Ces nouvelles adhésions devraient permettre de renforcer la coopération universitaire et la mobilité étudiante entre l’espace francophone et la Corée. Le Conseil a fait le point, par ailleurs, sur les avancées de la préparation de la Fête de la Francophonie 2018, qui se déroulera du 16 au 31 mars à Séoul et en province. Sa programmation, dynamisée et plus diversifiée, sera disponible sur le site internet de la Francophonie en Corée(www.francophonie.or.kr). Enfin, le Conseil a choisi l’Ambassadeur du Maroc en Corée comme Président pour l’année 2018. L’Ambassade de France continuera d’assurer le Secrétariat du Conseil.",10/01/2018,Actualité de l’ambassade
Un rendez-vous pour la planète : le One Planet Summit,https://kr.ambafrance.org/Un-rendez-vous-pour-la-planete-le-One-Planet-Summit,"Cet événement sera organisé autour de 4 panels de réflexion. Jean Yves Le Drian, ministre de l’Europe et des Affaires étrangères, participera au premier panel de réflexion qu’il co-présidera aux côtés de Rémy Rioux, président du club mondial des banques de développement et Kristalina Georgieva, directrice générale de la Banque mondiale.  Financer les solutions face au dérèglement climatiquePanel 1 : Changer l’échelle de la finance pour l’action climatLes investissements d’aujourd’hui dessinent le monde de demain : afin de réduire les émissions de gaz à effet de serre et s’adapter aux effets des changements climatiques, il faut investir de l’ordre de milliards de milliards de dollars. Il est donc nécessaire de changer l’échelle des financements pour l’action climat notamment grâce à l’engagement public et à son effet levier. Panel 2 : « Verdir » la finance en faveur d’une économie durableLa mobilisation de l’ensemble des acteurs de la finance est déterminante pour lutter contre le dérèglement climatique et favoriser la transition vers une nouvelle économie émettant moins de gaz à effet de serre et capable de s’adapter aux évolutions. L’enjeu est de pousser le secteur financier vers une perspective de long terme qui prendra mieux en compte les risques climatiques. Panel 3 : Accélérer l’action locale et régionale en faveur du climatPartout dans le monde, les villes, les États et les régions s’engagent à combattre les effets du changement climatique et posent les jalons qui stimulent l’ambition des gouvernements nationaux. Pourtant, les financements disponibles ne sont pas encore à la hauteur des enjeux et doivent être plus accessibles à l’échelle locale. Panel 4 : Renforcer les politiques publiques pour la transition écologique et solidaireLes gouvernements doivent jouer le rôle de garant des objectifs de l’Accord de Paris. La mobilisation de tous est nécessaire mais les politiques publiques doivent l’accompagner et l’encourager. À la lumière des impacts déjà ressentis du dérèglement climatique, il faut développer des stratégies d’adaptation pour protéger les citoyens des phénomènes climatiques extrêmes. Mardi 12 décembre à la Seine Musicale, Île Seguin, Boulogne-Billancourt
Plus d’informations sur le site officiel du sommet Le One Planet Summit est organisé conjointement par la France, l’ONU et la Banque mondiale, en partenariat avec la Convention-cadre des Nations Unies sur les changements climatiques (CCNUCC), le groupement We Mean Business, la Convention des maires pour le climat et l’énergie, la Commission européenne, le réseau C40 Cities, l’OCDE et Bloomberg Philantropie.",21/12/2017,Actualité de l’ambassade
"One Planet Summit, la finance publique et privée au service de l’action climat",https://kr.ambafrance.org/One-Planet-Summit-la-finance-publique-et-privee-au-service-de-l-action-climat,"Le 12 décembre 2017, deux ans jour pour jour après l’accord historique de Paris, le One Planet Summit se propose d’apporter de nouvelles réponses concrètes à la question : ""sommes-nous capables de nous unir pour agir concrètement ensemble face au défi climatique ?""  La Terre est un écosystème unique et fragile, sur lequel chacune et chacun d’entre nous vit et agit. Préserver cet écosystème est une priorité, car nous n’avons pas de plan B : il n’y a pas de planète B. Afin d’être à la hauteur de notre destinée commune, nous devons nous unir pour agir concrètement ensemble. Comment les acteurs engagés dans la finance publique et privée peuvent-ils innover pour soutenir et accélérer notre lutte commune contre le changement climatique ? C’est cette question qui sera au cœur du One Planet Summit, le 12 décembre 2017. Le One Planet Summit vise à : Ce sommet sera un forum présentant des actions et annonces concrètes et nouvelles (des ClimActs) qui engagent l’ensemble des acteurs publics et privés. Le sommet est organisé conjointement par la France, l’ONU et la Banque mondiale, avec le partenariat de la Convention-cadre des Nations unies sur les changements climatiques (CCNUCC), le groupement We Mean Business, la Convention des maires pour le climat et l’énergie, la Commission européenne, le réseau C40 Cities, et l’OCDE.",11/12/2017,Actualité de l’ambassade
"Corée du Nord – Tir de Missile - Déclaration de Jean-Yves Le Drian, Ministre de l’Europe et des Affaires étrangères (28.11.17)",https://kr.ambafrance.org/Coree-du-Nord-Tir-de-Missile-Declaration-de-Jean-Yves-Le-Drian-Ministre-de-l,"Je condamne avec la plus grande fermeté le tir de missile auquel a procédé aujourd’hui la Corée du Nord. La France exprime sa solidarité avec le Japon et la Corée du Sud en première ligne face à cette menace. Comme je l’ai rappelé à plusieurs reprises, la poursuite du programme nucléaire et balistique nord-coréen, en violation des résolutions du Conseil de sécurité des Nations unies, porte atteinte au régime de non-prolifération et met en danger la sécurité régionale et internationale. Je réitère ma conviction que, plus que jamais, l’heure est au renforcement de la pression et des sanctions.",29/11/2017,Actualité de l’ambassade
"Déplacement dans le Jeolla du Nord de l’Ambassadeur de France en Corée, M. Fabien Penone (15 novembre 2017)",https://kr.ambafrance.org/Deplacement-dans-le-Jeolla-du-Nord-de-l-Ambassadeur-de-France-en-Coree-M-Fabien-4239,"L’Ambassadeur de France en Corée, M. Fabien Penone, se rendra dans le Jeolla du Nord (Jeonju et Iksan) le 15 novembre 2017. Il sera notamment accompagné, lors de ce déplacement, par M. David Pierre Jalicon, Président de la Chambre de commerce et d’industrie franco-coréenne (FKCCI). Cette visite fait suite à un premier déplacement de l’Ambassadeur dans le Jeolla du Nord le 1er mai 2017. L’Ambassadeur s’entretiendra avec M. Song Ha Jin, Gouverneur du Jeolla du Nord, et avec M. Park Sun Jong, Vice-Maire de Jeonju, de l’approfondissement des relations entre la France et la Corée, ainsi que des possibilités de coopération dans les domaines économique, linguistique, éducatif, scientifique et culturel entre la France et Jeonju. La coopération entre villes et régions françaises et coréennes est une priorité de la France en Corée. L’Ambassadeur rencontrera à Jeonju des personnalités issues de la société civile et de la communauté économique du Jeolla du Nord. Une Lettre d’intention sera signée dans la matinée, entre la Chambre de commerce et d’industrie de Jeonju, la Chambre de commerce et d’industrie franco-coréenne (FKCCI) et l’Ambassade de France en Corée, afin de faciliter les investissements français dans le Jeolla du Nord et de renforcer les échanges entre les collectivités locales françaises et du Jeolla du Nord. Aux côtés de M. Jung Hun-Yul, Maire d’Iksan, et de M. Choi Hee Jong, Président du cluster Foodpolis, l’Ambassadeur ouvrira la 7ème Conférence internationale Foodpolis sur le thème de la FoodTech, où la France est mise à l’honneur. Près de 200 chercheurs et spécialistes participeront à cette conférence annuelle. La délégation française est emmenée par le pôle de compétitivité français Vitagora, qui fédère plus de 340 acteurs de l’agroalimentaire français mobilisés sur l’innovation (PME, grandes entreprises, laboratoires de recherche...). Les entreprises Seb et Solactics, ainsi que l’université de Bourgogne, feront également partie de la délégation. L’Ambassadeur se rendra par ailleurs à l’Université de Chonbuk pour y rencontrer des professeurs et des étudiants. Il s’entretiendra avec M. Lee Namho, Président de l’université de Chonbuk, et prononcera une conférence sur les relations bilatérales franco-coréennes et les priorités de la France en Corée. L’Ambassadeur remettra à cette occasion les palmes académiques à Mme Cho Hwarim, professeur de l’université de Chonbuk, en reconnaissance de son engagement en faveur de l’enseignement de la langue française en Corée. Les palmes académiques sont une distinction honorifique décernée aux membres de la communauté éducative contribuant activement à l’expansion de la culture française dans le monde. Enfin, l’Ambassadeur se rendra à l’Alliance française de Jeonju, qui fait partie du réseau des sept alliances françaises de Corée. Il s’entretiendra avec M. Cho Hee-chun, Président de l’Alliance française de Jeonju, et M. Kim Hyunki, Directeur de l’Alliance française de Jeonju. 40 000 Coréens apprennent le français en Corée et les Alliances françaises contribuent au développement de l’enseignement du français en Corée./.",15/11/2017,Actualité de l’ambassade
COP23 - La France engagée pour la mise en œuvre de l’accord de Paris,https://kr.ambafrance.org/COP23-La-France-engagee-pour-la-mise-en-oeuvre-de-l-accord-de-Paris,"Présidée par les îles Fidji, la 23e Conférence des Parties à la Convention-cadre des Nations unies sur les changements climatiques, la COP23, se tiendra à Bonn du 6 au 17 novembre.  A l’invitation du secrétariat de la Convention, les pays se retrouveront pour travailler sur l’élaboration des règles d’application de l’accord de Paris et discuter sur le relèvement de l’ambition des engagements nationaux en faveur du climat. La COP23 sera présidée par les îles Fidji, premier petit État insulaire à assurer la présidence d’une COP, et organisée avec le soutien du gouvernement allemand, de l’État de Rhénanie-du-Nord-Westphalie et de la ville de Bonn.
Patricia Espinosa, la Secrétaire exécutive de la Conférence des Parties à la Convention-cadre des Nations unies sur les changements climatiques (CCNUCC), soulignait le 27 juillet dernier que « la COP23 invite à prendre conscience de la vulnérabilité des îles et de tous les peuples. Elle ouvre la porte à davantage d’accompagnement et de soutien aux collectivités résilientes pour une transition rapide vers un avenir alimenté par les énergies propres » Après l’adoption et l’entrée en vigueur de l’accord, la France reste engagée au côté des pays, des collectivités locales, des villes, des entreprises, des ONG et des citoyens désireux d’avancer vite vers la concrétisation des objectifs de l’accord de Paris sur le climat.
La COP23 sera un moment clé pour la poursuite de la mobilisation internationale en faveur du climat, en particulier autour des initiatives de l’Agenda de l’action climat mondiale qui avait été lancé au Maroc lors de la COP22.
De nombreux acteurs seront réunis à Bonn pour démontrer la réalité de l’action en cours et contribuer à prouver que l’atteinte des objectifs de l’accord de Paris est possible. Une séquence complète dédiée aux initiatives de l’Agenda de l’action climat mondiale est prévue à la COP23, avec des journées thématiques sur les secteurs stratégiques pour l’action climatique : les énergies renouvelables, l’agriculture, les transports, les forêts, la gestion de l’eau, la finance et l’innovation, mais aussi alerter sur les enjeux de genre et les impacts du changement climatique sur la santé. Lors de la COP23, l’objectif principal sera l’élaboration des règles d’application de l’accord de Paris et la définition des modalités du dialogue de facilitation sur le relèvement de l’ambition climatique.",27/11/2017,Actualité de l’ambassade
"Francophonie - Leïla Slimani, représentante personnelle du chef de l’État pour la francophonie",https://kr.ambafrance.org/Francophonie-Leila-Slimani-representante-personnelle-du-chef-de-l-Etat-pour-la,"""Dans le cadre de sa fonction, Mme Slimani portera au plus haut le rayonnement et la promotion de la langue française et du plurilinguisme, ainsi que des valeurs que les membres de la Francophonie ont en partage"", affirme l’Élysée. Le Président de la République a décidé de confier, à partir d’aujourd’hui, la fonction de Représentante personnelle du chef de l’Etat pour la francophonie à Madame Leïla Slimani. Selon la lettre de mission qu’elle a reçue du Président de la République, Madame Slimani représentera la France au Conseil permanent de la Francophonie. Le Président de la République souhaite porter une politique ambitieuse de promotion de la francophonie. Dans le cadre de sa fonction, Mme Slimani portera au plus haut le rayonnement et la promotion de la langue française et du plurilinguisme, ainsi que des valeurs que les membres de la Francophonie ont en partage. Elle représentera une politique francophone ouverte, en action, centrée sur des projets concrets liés aux priorités du Président de la République telles que l’éducation, la culture, l’égalité femmes-hommes, l’insertion professionnelle et la mobilité des jeunes, la lutte contre le dérèglement climatique et le développement du numérique.",08/11/2017,Actualité de l’ambassade
